Investor,Year,TotalInvested_USD,DealsCount
Undisclosed Dubai based HNIs,2016.0,0.0,0
Ennovent Impact Investment Holding,2015.0,0.0,0
Equentia Natural Resource & Other undisclosed investors,2016.0,0.0,0
Emergent Ventures India,2017.0,0.0,0
Emery Capital,2018.0,0.0,0
Eight Innovate,2018.0,0.0,0
Nimmagadda Prasad,2016.0,0.0,0
Miten Mehta,2016.0,0.0,0
Mitin Patel,2016.0,0.0,0
Nirav Choksi & Others,2017.0,0.0,0
Nisha Sharma,2015.0,0.0,0
Nishit Sharma,2017.0,0.0,0
Ashutosh Lawania,2015.0,0.0,0
Undisclosed angel investors,2017.0,0.0,0
Dutch government fund,2017.0,0.0,0
Ankit Nagori,2017.0,0.0,0
Ankur Capital,2017.0,0.0,0
Ankush Nijhawa,2015.0,0.0,0
Ankush Saigal,2016.0,0.0,0
RB Investments,2019.0,0.0,0
RN Agarwal,2016.0,0.0,0
RVCF and SIDBI,2015.0,0.0,0
Radhakrishnan Natarajan & Others,2016.0,0.0,0
Raghav Bahl,2016.0,0.0,0
Raghav Bahl,2017.0,0.0,0
Dr. Goutam Challagalla,2016.0,0.0,0
Dr. Pooja Gandhi,2016.0,0.0,0
Dr. Pramath Raj Sinha,2015.0,0.0,0
Unicorn India Ventures & Others,2017.0,0.0,0
Unigrowth Inc,2015.0,0.0,0
Dr. Prasad Kaipa,2016.0,0.0,0
Dr. Ritesh Malik,2017.0,0.0,0
Draphant Consultants,2015.0,0.0,0
Dream Incubator,2017.0,0.0,0
Dreamweaver Investments,2017.0,0.0,0
Unilever Ventures,2017.0,0.0,0
Unitus Seed Fund,2018.0,0.0,0
Dr Devi Shetty,2018.0,0.0,0
Dr Nandish Domlur,2016.0,0.0,0
Mohan Alexander,2015.0,0.0,0
Mohan Kumar,2016.0,0.0,0
VC Karthic,2016.0,0.0,0
Vaibhav Domkundwar,2015.0,0.0,0
Vaibhav Jain,2016.0,0.0,0
Vaibhav Vohra,2017.0,0.0,0
Valpro Capital and existing investors,2016.0,0.0,0
Vandana Luthra,2016.0,0.0,0
Vani Kola,2015.0,0.0,0
Nicolas Braithwaite,2016.0,0.0,0
Nikhil Arora,2017.0,0.0,0
Nikhil Vora & others,2015.0,0.0,0
Nilesh Shah,2016.0,0.0,0
Niloufer Dundh,2016.0,0.0,0
Nimit Panigrahi,2016.0,0.0,0
Nimit Panigrahi,2017.0,0.0,0
Nimitt Desai & Others,2017.0,0.0,0
Dr. Aniruddha Malpani Manish Gupta,2015.0,0.0,0
R. Jayakumar,2017.0,0.0,0
Lead Angel Network,2016.0,0.0,0
Lead Angels,2016.0,0.0,0
Lead Angels,2018.0,0.0,0
Lead Angels & Others,2016.0,0.0,0
Lead Angels Group & Others,2016.0,0.0,0
Dinesh Agarwal,2015.0,0.0,0
Dinesh Agarwal,2016.0,0.0,0
Dino Morea,2016.0,0.0,0
Unternehmertum Venture Capital,2017.0,0.0,0
Upaya Social Ventures,2015.0,0.0,0
Utsav Somani,2017.0,0.0,0
V Balakrishnan.,2017.0,0.0,0
V. Balakrishnan,2016.0,0.0,0
V. Bunty Bohra,2016.0,0.0,0
V. Krishna Prasad,2016.0,0.0,0
Varsha Rao,2017.0,0.0,0
Varun Agarwal & Others,2015.0,0.0,0
Varun Khanna,2016.0,0.0,0
Vectr Ventures,2015.0,0.0,0
Vellayan Subbiah,2015.0,0.0,0
Vellayan Subbiah,2017.0,0.0,0
Venk,2016.0,0.0,0
Digital Currency Group,2018.0,0.0,0
Rahul Garg,2016.0,0.0,0
Rahul Gautam & Others,2016.0,0.0,0
M&S Partners & others,2015.0,0.0,0
M&Y Partners,2016.0,0.0,0
MAPE Advisory Group,2017.0,0.0,0
R Natarajan,2015.0,0.0,0
R Ramaraj,2015.0,0.0,0
R Ramaraj,2017.0,0.0,0
Venky Harinarayan,2015.0,0.0,0
VenturEast,2017.0,0.0,0
Venture Catalyst,2018.0,0.0,0
Deepak Sharma,2016.0,0.0,0
Deepak Singh,2015.0,0.0,0
Deepinder Goyal,2015.0,0.0,0
Doreswamy Nandkishore,2016.0,0.0,0
Dr David Cheriton,2015.0,0.0,0
Dewang Neralla,2015.0,0.0,0
Dexter Angel Circle,2016.0,0.0,0
Dhiraj Rajaram,2016.0,0.0,0
Dhruv Chitgopekar,2016.0,0.0,0
Mohan Tanksale,2017.0,0.0,0
Mohandas Pai,2016.0,0.0,0
Mohandas Pai. Pallav Nadhani,2015.0,0.0,0
Mohit Agarwal,2015.0,0.0,0
Life.SREDA,2015.0,0.0,0
Aspire Systems,2016.0,0.0,0
Astarc Ventures,2016.0,0.0,0
Astarc Ventures & Others,2015.0,0.0,0
Asuka,2017.0,0.0,0
Asuka Holdings,2016.0,0.0,0
Asuka Holdings,2017.0,0.0,0
Mohit Agarwal,2017.0,0.0,0
Mohit Gulati,2016.0,0.0,0
Mohit Satyan,2017.0,0.0,0
Mohit Satyanand,2016.0,0.0,0
Mohit Satyanand & others,2015.0,0.0,0
Nexus,2017.0,0.0,0
Venkat Subramanian,2018.0,0.0,0
Venkat Tadanki,2016.0,0.0,0
Venkatesh Valluri,2015.0,0.0,0
Devendra Reddy,2017.0,0.0,0
Devesh Rai G,2015.0,0.0,0
Devesh Sachdev,2015.0,0.0,0
VentureNursery,2015.0,0.0,0
Ventureast Fund Advisors,2016.0,0.0,0
Venturesity,2016.0,0.0,0
Deepak Shahdadpuri,2015.0,0.0,0
Leon Seynave,2015.0,0.0,0
Balamurugan Mani,2016.0,0.0,0
R.S Sharma,2016.0,0.0,0
Ankit Bhati,2016.0,0.0,0
Purvi Capital,2017.0,0.0,0
Puthen & Cole,2017.0,0.0,0
Qualgro,2015.0,0.0,0
Li Jian,2015.0,0.0,0
Li Tao,2015.0,0.0,0
Atul Ingle,2016.0,0.0,0
Atul Jain,2016.0,0.0,0
Verlinvest,2016.0,0.0,0
Verlinvest,2017.0,0.0,0
Vidyadhar Sarfare,2015.0,0.0,0
Vijai Laxmi,2015.0,0.0,0
Vijay Anand,2015.0,0.0,0
Vijay Kedia,2016.0,0.0,0
Vijay Krishna Yadav,2016.0,0.0,0
Vijay Shekhar Sharma,2017.0,0.0,0
Vikas Bajaj,2017.0,0.0,0
Vikas Chadha & Others,2016.0,0.0,0
Vikas Kapoor,2016.0,0.0,0
Vikas Ranjan,2016.0,0.0,0
Vikram Limaye,2017.0,0.0,0
Devendra Rane,2016.0,0.0,0
Deepak Jain,2017.0,0.0,0
Deepak Kulkarni,2017.0,0.0,0
Deepak Nathani,2016.0,0.0,0
Deepak Nathani,2017.0,0.0,0
Vikram Sud,2017.0,0.0,0
Villgro,2016.0,0.0,0
Villgro,2017.0,0.0,0
Vinay Goel,2015.0,0.0,0
Vindi Banga,2015.0,0.0,0
Vineet Nalla,2016.0,0.0,0
Vineet Singh,2016.0,0.0,0
Daud Ali,2016.0,0.0,0
Daud Ali and others,2016.0,0.0,0
Nazara Games,2017.0,0.0,0
Nazara Technologies,2017.0,0.0,0
Nazara Technologies Pvt Ltd,2016.0,0.0,0
Vir Sanghvi,2019.0,0.0,0
Virendra Shekhawat,2016.0,0.0,0
Vishal Bali,2018.0,0.0,0
Vishal Bali & Others,2016.0,0.0,0
Vishal Gondal,2017.0,0.0,0
Vishal Jain,2017.0,0.0,0
Vishal Malik,2017.0,0.0,0
Neeraj Arora,2015.0,0.0,0
Neeraj Arora,2016.0,0.0,0
Mohit Saxena,2016.0,0.0,0
Mohit Sharma,2016.0,0.0,0
Mr. Praveen Someshwar,2015.0,0.0,0
Mr. Sudhir & Ms. Shalini Sethi,2015.0,0.0,0
Mridul Upreti,2017.0,0.0,0
Deepak Chokhani,2016.0,0.0,0
Deepak Ghaisas,2016.0,0.0,0
Ankit Nagori,2015.0,0.0,0
Ankit Nagori,2016.0,0.0,0
Likemind Ventures,2017.0,0.0,0
Lip-Bu Tan,2016.0,0.0,0
Priti Padhy,2016.0,0.0,0
Puru Vashishtha,2016.0,0.0,0
Purvi Capital,2016.0,0.0,0
Vishwas Patel,2015.0,0.0,0
Vistaar Investment Advisors Pvt. Ltd.,2016.0,0.0,0
Vivek Joshi,2015.0,0.0,0
Vivek Joshi,2016.0,0.0,0
Native Angels Network,2017.0,0.0,0
Vineet Taneja,2016.0,0.0,0
Vinod Bansal,2016.0,0.0,0
Vinod Jain & Others,2016.0,0.0,0
Vinod Singhal,2015.0,0.0,0
Vishnu Bhat,2016.0,0.0,0
Vishwadeep Bajaj,2017.0,0.0,0
Vishwadeep Bajaj & Others,2016.0,0.0,0
Daffodil Software,2017.0,0.0,0
Daljit Singh,2015.0,0.0,0
DanGold Investment Corp,2017.0,0.0,0
Darshak Shah,2017.0,0.0,0
Darshan Upadhyay,2018.0,0.0,0
Vishwanathan,2016.0,0.0,0
Lightbox,2016.0,0.0,0
Quarizon,2017.0,0.0,0
Quarizon Consultancy Services LLP,2016.0,0.0,0
Quikr,2015.0,0.0,0
R Balachandar,2017.0,0.0,0
Luxasia Group,2017.0,0.0,0
Ankit Maheshwari,2016.0,0.0,0
Concur Technologies,2016.0,0.0,0
Consortium of Angel Investors,2015.0,0.0,0
Contrarian Capital India Partners,2017.0,0.0,0
Corvus Ventures,2017.0,0.0,0
Cipher-Plexus Capital Advisors & Indian HNIs,2016.0,0.0,0
Citi Ventures,2018.0,0.0,0
Mukesh Bansal,2016.0,0.0,0
Mumbai Angels,2017.0,0.0,0
Mumbai Angels & Group of other investors,2015.0,0.0,0
Mumbai Angels MAPE Advisory Group.,2015.0,0.0,0
Naveen Tewari,2016.0,0.0,0
Vivek Nathani,2016.0,0.0,0
Vivek Shah,2017.0,0.0,0
Vividhity Ventures,2017.0,0.0,0
Cross Border Angels & Experts,2017.0,0.0,0
Cyber Carrier,2017.0,0.0,0
Augment Ventures,2017.0,0.0,0
August Capital Partners,2015.0,0.0,0
Avnish Mehra,2016.0,0.0,0
William Bissel,2016.0,0.0,0
Wingify,2016.0,0.0,0
Wipro Consumer Care,2017.0,0.0,0
Xelpmoc,2016.0,0.0,0
Cyber Carrier CL,2016.0,0.0,0
Abhijit Avasthi,2016.0,0.0,0
Abhijit Bhandari,2016.0,0.0,0
Abhinav Mathur,2016.0,0.0,0
Abhinav Sinha,2016.0,0.0,0
Abhishek Bhatewara,2017.0,0.0,0
Abhishek Goyal,2015.0,0.0,0
Abhishek Gupta,2017.0,0.0,0
Coleman and Company Ltd (BCCL),2017.0,0.0,0
Chetan Bhagat,2015.0,0.0,0
Xue Manzi and Yiyun Zhang.,2018.0,0.0,0
YMS Mobitech,2016.0,0.0,0
Yash Dongre,2016.0,0.0,0
Yogesh Agarwal,2017.0,0.0,0
Centre For Incubation & Business Acceleration (CIBA),2015.0,0.0,0
Centre for Innovation Incubation and Entrepreneurship (CIIE),2016.0,0.0,0
Claris Capital,2018.0,0.0,0
CoCreate Ventures,2016.0,0.0,0
WaterBridge Ventures,2016.0,0.0,0
White Unicorn Ventures,2016.0,0.0,0
White Unicorn Ventures,2017.0,0.0,0
Chip Perry,2015.0,0.0,0
Chirag Nikunj Sheth & Others,2017.0,0.0,0
Atul Nishar,2016.0,0.0,0
Atulya Mittal,2015.0,0.0,0
Puneet Gupta and Pradeep K Jaisingh,2018.0,0.0,0
Punit Goyal,2015.0,0.0,0
Punit Soni,2015.0,0.0,0
Punit Soni,2016.0,0.0,0
Punit Soni,2017.0,0.0,0
Yogesh Misra,2018.0,0.0,0
Yogesh Patel & Others,2016.0,0.0,0
YouWeCan Ventures,2017.0,0.0,0
YourNest Fund II,2017.0,0.0,0
CMYK Health Boutique Pvt Ltd & Other individual investors,2015.0,0.0,0
CP Bothra,2016.0,0.0,0
Xelpmoc,2017.0,0.0,0
Chandigarh Angels Network,2017.0,0.0,0
Chandigarh Angels Network (CAN),2017.0,0.0,0
Chavi Jafa,2017.0,0.0,0
Chennai Angels,2018.0,0.0,0
Chanakya Hridaya,2016.0,0.0,0
Chandigarh Angel Network (CAN),2015.0,0.0,0
Chandigarh Angels Funding,2016.0,0.0,0
Chandigarh Angels Network,2015.0,0.0,0
Chandigarh Angels Network,2016.0,0.0,0
Yogesh Andlay,2016.0,0.0,0
Yogesh Bansal,2016.0,0.0,0
Yogesh Chaudhary,2016.0,0.0,0
Yogesh Chaudhary,2017.0,0.0,0
Lightspeed India,2018.0,0.0,0
Anita Dongre,2016.0,0.0,0
Anita Gupta,2017.0,0.0,0
Pulkit Jain,2016.0,0.0,0
Puneet Dalmia,2015.0,0.0,0
Puneet Gupta,2016.0,0.0,0
Puneet Gupta,2017.0,0.0,0
Calcutta Angel Network,2016.0,0.0,0
Calcutta Angels,2016.0,0.0,0
Calcutta Angels Network,2016.0,0.0,0
Calcutta Angels Network (CAN),2017.0,0.0,0
Cameron Jones,2016.0,0.0,0
Cao Yibin,2017.0,0.0,0
Capillary Technologies,2017.0,0.0,0
YourWeCan Ventures,2015.0,0.0,0
Yuvraj Singh,2015.0,0.0,0
Yuvraj Singh,2017.0,0.0,0
Zaheer Memon,2016.0,0.0,0
Zain Raj,2016.0,0.0,0
Zeeshan Hayat,2015.0,0.0,0
Zeta,2017.0,0.0,0
CIO Angel Network,2017.0,0.0,0
CIO Angel Network (CAN),2015.0,0.0,0
CCube Angels,2015.0,0.0,0
CIO Angel Network,2015.0,0.0,0
Axilor,2016.0,0.0,0
Axilor,2018.0,0.0,0
Axilor Ventures,2015.0,0.0,0
Axis Capital,2018.0,0.0,0
Zishaan Hayath,2017.0,0.0,0
AV Thomas Group,2017.0,0.0,0
AVG Group,2016.0,0.0,0
Munish Jauhar,2016.0,0.0,0
Murugappa Group,2015.0,0.0,0
Mustafa Patni,2016.0,0.0,0
Mustafa Wajid,2016.0,0.0,0
Myntra/LivSpace Founders,2016.0,0.0,0
N.S. Raghavan Centre for Entrepreneurial Learning,2016.0,0.0,0
NB Ventures and Others,2018.0,0.0,0
Blume Ventures & others,2015.0,0.0,0
Blume Ventures and Ujama,2015.0,0.0,0
Blume Ventures. Lenovo Capital and Incubator Group (LCIG),2017.0,0.0,0
Nandan Nilekani,2018.0,0.0,0
Nandkumar Rane,2017.0,0.0,0
Nandu Nandkishore,2017.0,0.0,0
Narayan Ramachandran,2016.0,0.0,0
Narendra Karnavat,2016.0,0.0,0
Naresh Ravindranath,2016.0,0.0,0
Natarajan Iyer,2015.0,0.0,0
AVN Business Solutions,2017.0,0.0,0
Aakrit Vaish,2017.0,0.0,0
Aarin Capital & Others,2016.0,0.0,0
Aaruha Technology Fund,2016.0,0.0,0
Aavya Ventures,2017.0,0.0,0
British and Indian Governments,2018.0,0.0,0
Blackstone Valley Group,2015.0,0.0,0
\\xc2\\xa0 Rahul Chawla,2017.0,0.0,0
\\xc2\\xa0 Rajan Anandan,2016.0,0.0,0
\\xc2\\xa0 Ruchi Sanghvi & Others,2016.0,0.0,0
Balaji Prabhakar,2015.0,0.0,0
Abaran Deep,2016.0,0.0,0
Zishan Hayath,2015.0,0.0,0
Zomato Media Pvt. Ltd,2017.0,0.0,0
\\xc2\\xa0 & other Angel investors.,2015.0,0.0,0
\\xc2\\xa0 Aarin Capital,2016.0,0.0,0
\\xc2\\xa0 Amit Ranjan,2017.0,0.0,0
\\xc2\\xa0 Aprameya Radhakrishna,2015.0,0.0,0
Boillot Family Trust,2017.0,0.0,0
Boman Irani,2016.0,0.0,0
BookMyShow,2017.0,0.0,0
Blume Ventures & Others,2016.0,0.0,0
and Sanjeev Agrawal,2016.0,0.0,0
3one4 capital,2017.0,0.0,0
50K Ventures,2017.0,0.0,0
Naman Sarawagi,2015.0,0.0,0
Namrata Kaul,2018.0,0.0,0
Anand Singh,2016.0,0.0,0
Blume ventures,2016.0,0.0,0
\\xc2\\xa0 Arjun Malhotra,2015.0,0.0,0
\\xc2\\xa0 Arpan Nagdeve,2016.0,0.0,0
\\xc2\\xa0 Badal Malick,2016.0,0.0,0
\\xc2\\xa0 Ganapathy Venugopal.,2015.0,0.0,0
\\xc2\\xa0 Kaleden Holdings,2016.0,0.0,0
\\xc2\\xa0 Manish Singhal,2015.0,0.0,0
Binny Bansal,2017.0,0.0,0
Biz Stone,2018.0,0.0,0
Blacksoil and Kalaari Capital,2018.0,0.0,0
lockchain ecosystem Global Advisors,2017.0,0.0,0
Aneesh Reddy,2016.0,0.0,0
Aneesh Reddy & Teruhide Sato,2016.0,0.0,0
Benori Ventures LLP,2017.0,0.0,0
Angie Mahtaney,2015.0,0.0,0
Mumbai Angels Network,2018.0,0.0,0
Bessemer Venture Partners and Orios Venture Partners,2018.0,0.0,0
Best Foodworks,2015.0,0.0,0
BetOnIndia Technology Pvt Ltd,2016.0,0.0,0
Bhairavi Jani,2018.0,0.0,0
iSquare Global,2017.0,0.0,0
Procam International Pvt. Ltd,2016.0,0.0,0
Professor Tarun Khanna,2015.0,0.0,0
growX ventures,2016.0,0.0,0
\\xc2\\xa0 Times Internet,2016.0,0.0,0
growX ventures,2015.0,0.0,0
and other tech investors from Silicon Valley,2018.0,0.0,0
Rohit Choudhary,2016.0,0.0,0
Rohit Goel,2015.0,0.0,0
Rohit Jain,2015.0,0.0,0
Mahesh Murthy,2016.0,0.0,0
Mahesh Parasuraman,2016.0,0.0,0
Amit Ranjan,2017.0,0.0,0
Amit Ranjan,2018.0,0.0,0
Amit Rathore,2016.0,0.0,0
Amit Sandill,2016.0,0.0,0
Ritesh Malik,2017.0,0.0,0
Ritesh Mehta,2016.0,0.0,0
Bharat Gupta,2016.0,0.0,0
Bharat Gupta,2017.0,0.0,0
Beerud Sheth and Ravi Mantha,2015.0,0.0,0
50k Ventures,2016.0,0.0,0
